GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age
F,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Separated,House / apartment,7.225481473,1,0,0,0,Managers,2,0,29.88767123
F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,8.03657341,1,1,1,0,Managers,2,0,55.61917808
M,N,Y,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,5.860786223,1,0,0,0,Security staff,2,0,48.86849315
F,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,57.09041096
M,Y,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,8.004031508,1,1,0,0,Laborers,2,0,26.87671233
F,N,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,7.77443551,1,0,0,0,Laborers,4,0,35.54520548
F,N,N,0,117000,Working,Secondary / secondary special,Married,Municipal apartment,7.155396302,1,0,0,0,Sales staff,2,0,36.96986301
M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,8.962391702,1,1,0,0,Laborers,2,0,52.52328767
M,Y,N,2,270000,Working,Higher education,Married,House / apartment,8.007034012,1,0,1,0,Laborers,4,0,32.11780822
F,Y,N,0,135000,Commercial associate,Higher education,Married,House / apartment,6.715383386,1,1,1,1,High skill tech staff,2,0,31.82465753
M,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,7.66293785,1,0,0,0,Laborers,3,0,31.85479452
F,Y,Y,0,243000,Working,Secondary / secondary special,Single / not married,House / apartment,7.62900389,1,0,0,0,Sales staff,1,0,40.31780822
M,N,N,0,121500,State servant,Incomplete higher,Single / not married,House / apartment,7.384610383,1,1,0,0,Laborers,1,0,24.51232877
M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,6.480044562,1,0,0,0,Laborers,3,0,32.13424658
M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,7.83873756,1,0,1,0,Sales staff,1,0,43.81917808
M,Y,Y,2,225000,Working,Higher education,Married,House / apartment,6.899723107,1,0,0,0,Drivers,4,0,36.86575342
M,Y,N,0,112500,State servant,Secondary / secondary special,Married,House / apartment,7.754052639,1,0,0,0,Laborers,2,0,53.51232877
F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,62.63287671
M,Y,N,0,202500,Pensioner,Higher education,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,55.32876712
F,N,Y,1,337500,Working,Secondary / secondary special,Civil marriage,House / apartment,8.457443187,1,1,1,0,Laborers,3,0,48.59726027
F,N,N,1,103500,Working,Secondary / secondary special,Married,House / apartment,7.082548569,1,0,0,0,Sales staff,3,0,32.10958904
F,Y,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,57.57260274
F,Y,N,1,67500,State servant,Secondary / secondary special,Married,House / apartment,7.057897937,1,0,0,0,Core staff,3,0,41.50958904
F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,57.64931507
F,N,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,6.827629235,1,0,0,0,Core staff,1,0,35.40273973
M,N,Y,1,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.268731832,1,0,0,0,Core staff,3,0,33.6630137
F,N,Y,0,135000,Pensioner,Lower secondary,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,61.83287671
M,Y,N,1,180000,Working,Higher education,Married,House / apartment,5.38907173,1,0,0,0,Drivers,3,0,30.62465753
F,N,Y,0,225000,Working,Incomplete higher,Married,House / apartment,5.407171771,1,0,0,1,Managers,2,0,33.59452055
F,N,N,1,85500,Working,Secondary / secondary special,Civil marriage,House / apartment,6.802394763,1,1,0,0,Accountants,3,0,27.99178082
F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,8.01763716,1,0,0,0,Laborers,2,0,43.38630137
F,Y,Y,1,119700,Working,Higher education,Married,House / apartment,8.110427238,1,0,1,0,Laborers,3,0,35.77534247
M,Y,N,1,495000,Working,Secondary / secondary special,Married,House / apartment,5.459585514,1,0,1,0,Laborers,3,0,28.11232877
M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,8.161375023,1,0,0,0,Drivers,2,0,53.45479452
F,N,Y,2,153000,Commercial associate,Higher education,Married,House / apartment,7.188412736,1,0,0,0,Accountants,4,0,36.39178082
F,N,Y,2,216000,State servant,Higher education,Married,House / apartment,8.043020885,1,0,0,1,Laborers,4,0,42.31232877
F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,7.992606652,1,0,0,0,Sales staff,2,0,43.94520548
F,N,Y,0,90000,State servant,Secondary / secondary special,Married,House / apartment,5.455321115,1,0,0,0,Laborers,2,0,47.7260274
F,N,N,1,108000,Commercial associate,Secondary / secondary special,Married,House / apartment,6.577861358,1,0,0,0,Medicine staff,3,0,41.50684932
F,N,Y,0,270000,Pensioner,Higher education,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,61.20547945
F,N,N,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,56.41643836
F,N,Y,0,69372,Working,Secondary / secondary special,Married,House / apartment,5.379897354,1,1,1,0,Laborers,2,0,43.5260274
F,N,Y,1,135000,Commercial associate,Incomplete higher,Married,House / apartment,7.869401713,1,1,1,0,Managers,3,0,28.18630137
F,N,N,0,117000,Working,Secondary / secondary special,Married,House / apartment,7.753623547,1,0,0,0,Laborers,2,0,56.86027397
F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,8.391629968,1,0,0,1,Sales staff,2,0,46.0739726
F,N,Y,2,126000,Working,Secondary / secondary special,Married,House / apartment,7.369600721,1,1,1,0,Sales staff,4,0,27.45205479
F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,56.8630137
M,N,N,0,180000,Working,Secondary / secondary special,Single / not married,With parents,7.337587744,1,0,0,0,Drivers,1,0,35.02465753
F,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,7.265429723,1,0,1,0,High skill tech staff,1,0,33.08219178
M,N,Y,0,81000,Commercial associate,Higher education,Single / not married,House / apartment,7.564238475,1,0,1,0,Laborers,1,0,27.05205479
F,Y,Y,1,157500,Working,Incomplete higher,Civil marriage,House / apartment,7.920446505,1,0,0,0,Laborers,3,0,35.74246575
F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,1,0,Laborers,1,0,58.73972603
M,Y,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,6.765038977,1,0,1,0,Drivers,3,0,31.17260274
F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,61.59178082
F,N,Y,0,103500,Working,Secondary / secondary special,Single / not married,House / apartment,7.665753432,1,0,0,0,Sales staff,1,0,47.83835616
M,Y,N,2,202500,Commercial associate,Higher education,Married,House / apartment,6.131226489,1,0,0,0,Managers,4,0,32.09863014
F,N,Y,3,37800,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,5,0,35.65479452
F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,1,Laborers,2,0,55.17808219
F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,8.08085642,1,0,0,0,Laborers,2,0,47.15342466
M,N,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,7.316548177,1,0,0,0,High skill tech staff,1,0,25.99452055
F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,4.553876892,1,0,0,0,Sales staff,1,0,37.06849315
M,N,Y,1,225000,Working,Higher education,Married,House / apartment,8.213381737,1,0,0,0,Core staff,3,0,36.15890411
F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,9.197255132,1,1,1,0,Laborers,2,0,53.97808219
F,N,Y,0,387000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.512984347,1,0,0,0,Sales staff,2,0,55.01917808
M,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,8.130353547,1,0,0,0,Laborers,4,0,28.43835616
M,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,6.133398043,1,0,0,0,Drivers,1,0,27.19452055
F,Y,N,0,126000,State servant,Incomplete higher,Single / not married,House / apartment,8.557567086,1,1,0,0,Core staff,1,0,32.81643836
F,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,8.062432792,1,0,0,0,Laborers,4,0,43.18082192
F,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,6.595780514,1,0,0,1,Laborers,3,0,43.29863014
M,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,7.836369761,1,1,0,0,Laborers,4,0,29.57808219
F,N,N,0,157500,Commercial associate,Higher education,Separated,With parents,6.068425588,1,0,0,0,Laborers,1,0,43.11506849
M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,7.650644551,1,1,1,0,Drivers,3,0,41.6630137
M,N,N,1,247500,Working,Secondary / secondary special,Single / not married,House / apartment,8.792245847,1,0,1,0,Laborers,2,0,46.01917808
M,Y,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,5.049856007,1,0,0,0,Managers,2,0,29.56438356
M,Y,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,7.695757991,1,0,0,0,Laborers,3,0,53.65479452
M,N,Y,1,112500,Working,Higher education,Married,House / apartment,8.605204069,1,1,1,0,Laborers,3,0,37.48493151
F,N,N,0,135000,State servant,Secondary / secondary special,Single / not married,House / apartment,7.370860167,1,0,0,0,Core staff,1,0,42.27123288
F,N,Y,0,207000,Working,Secondary / secondary special,Single / not married,House / apartment,7.826443135,1,0,0,0,Cooking staff,1,0,51.00547945
F,N,Y,0,270000,Commercial associate,Incomplete higher,Married,House / apartment,8.130647968,1,0,0,0,Core staff,2,0,40.50136986
F,Y,N,2,315000,Working,Secondary / secondary special,Married,House / apartment,8.240648863,1,0,0,0,Sales staff,4,0,42.79726027
F,N,N,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.080237416,1,0,1,0,High skill tech staff,2,0,37.34246575
F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,7.809541325,1,0,1,0,Managers,2,0,40.44383562
F,Y,Y,0,121500,Working,Higher education,Married,House / apartment,7.427738841,1,0,0,1,Sales staff,2,0,27.79452055
F,N,Y,1,225000,Working,Secondary / secondary special,Single / not married,House / apartment,8.111928063,1,0,1,0,Private service staff,2,0,41.20273973
M,Y,N,0,225000,Working,Secondary / secondary special,Civil marriage,Office apartment,8.042378005,1,0,0,0,Laborers,2,0,57.14520548
F,Y,Y,1,157500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,3,0,56.60547945
F,N,N,0,225000,State servant,Secondary / secondary special,Married,House / apartment,7.994969523,1,0,0,0,Managers,2,0,37.13972603
F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,62.68493151
M,Y,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,8.214465161,1,1,1,0,High skill tech staff,2,0,37.58356164
F,Y,Y,0,270000,Commercial associate,Secondary / secondary special,Separated,House / apartment,7.721791777,1,0,1,0,Sales staff,1,0,41.16986301
F,N,Y,0,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,57.87945205
M,N,Y,1,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,7.911324019,1,0,0,0,Laborers,3,0,36.25479452
F,N,N,0,112500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,63.75890411
F,Y,Y,0,157500,Pensioner,Lower secondary,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,59.55890411
M,Y,Y,0,450000,Commercial associate,Higher education,Separated,House / apartment,6.751101469,1,1,1,0,Laborers,1,0,44.29863014
F,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,8.333510709,1,0,0,0,Laborers,1,0,46.21369863
M,Y,Y,2,900000,Commercial associate,Higher education,Married,House / apartment,6.907755279,1,0,0,0,Managers,4,0,27.09315068
F,Y,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,9.033245134,1,0,0,0,Laborers,2,0,45.21917808
M,Y,Y,0,337500,Working,Higher education,Married,House / apartment,8.921857979,1,0,0,0,Laborers,2,0,64.96164384
F,N,N,0,94500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,43.94520548
M,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,50.27671233
M,N,Y,0,157500,Working,Higher education,Married,House / apartment,8.361708289,1,1,0,0,Laborers,2,0,38.41917808
M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,8.681181042,1,0,0,0,Laborers,1,0,40.10410959
F,N,Y,1,112500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,7.207859871,1,0,1,0,Sales staff,3,0,40.91506849
M,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,6.411818268,1,0,1,0,Sales staff,1,0,29.26575342
F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,7.775275846,1,0,0,0,Accountants,1,0,58.04109589
M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,7.385851078,1,0,0,0,Laborers,1,0,27.26575342
M,N,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.169902647,1,0,0,0,Laborers,2,0,32.35068493
F,N,Y,0,54000,Pensioner,Higher education,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,67.14246575
F,N,Y,0,189000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.735203591,1,1,1,0,Laborers,2,0,55.43287671
F,Y,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,7.963460067,1,0,0,0,Private service staff,3,0,42.41369863
F,N,Y,0,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,66.34520548
F,N,Y,0,121500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,61.83835616
M,N,Y,1,180000,Working,Higher education,Married,With parents,7.410951876,1,0,0,0,Cooking staff,3,0,42.93150685
F,N,Y,0,121500,Pensioner,Higher education,Widow,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,66.38630137
F,Y,N,0,225000,Working,Higher education,Civil marriage,House / apartment,7.796880343,1,0,0,0,Managers,2,0,39.55616438
F,N,N,0,180000,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,8.419359831,1,0,0,0,Sales staff,1,0,45.92054795
M,N,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,7.030857476,1,0,0,0,Laborers,2,0,53.93424658
M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,6.255750042,1,1,0,0,Laborers,2,0,50.11780822
F,N,N,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,6.257667588,1,0,0,0,Laborers,2,0,23.8630137
F,Y,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,7.727094485,1,0,0,0,Medicine staff,2,0,38.6739726
F,N,N,0,45000,Working,Secondary / secondary special,Separated,House / apartment,6.682108597,1,0,1,0,Sales staff,1,0,39.38082192
M,Y,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,7.870929597,1,0,0,0,Drivers,2,0,26.21917808
M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,7.385851078,1,0,0,0,Laborers,1,0,27.26575342
M,Y,Y,1,135000,State servant,Higher education,Married,House / apartment,4.976733742,1,0,0,1,Core staff,3,0,24.58082192
M,N,Y,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.303752416,1,0,0,0,Managers,2,0,34.2
M,Y,Y,0,135000,Working,Higher education,Civil marriage,House / apartment,6.49677499,1,1,1,0,Laborers,2,0,52.9369863
F,Y,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,7.740229525,1,0,0,0,Laborers,2,0,57.61643836
M,N,Y,0,270000,Working,Higher education,Single / not married,House / apartment,8.05610966,1,0,1,0,Laborers,1,0,41.70410959
F,N,Y,0,157500,Working,Higher education,Married,House / apartment,7.502186487,1,0,1,0,Core staff,2,0,33.66849315
M,N,Y,0,191399.3262,Working,Secondary / secondary special,Married,House / apartment,7.85902698,1,0,0,0,Security staff,2,0,55.30136986
M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,4.86753445,1,1,0,0,Security staff,2,0,43.56438356
M,Y,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,8.528330936,1,1,1,0,Drivers,2,0,45.68493151
F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,6.679599186,1,0,0,0,High skill tech staff,2,0,53.70136986
